ent_station,ext_station,ent_time_period,riders_average_sunday
Branch Avenue,Rosslyn,AM Peak,1.0
Branch Avenue,Shady Grove,AM Peak,1.75
Branch Avenue,Shaw-Howard University,AM Peak,1.75
Branch Avenue,Silver Spring,AM Peak,4.0
Branch Avenue,Smithsonian,AM Peak,12.5
Branch Avenue,Southern Avenue,AM Peak,2.25
Branch Avenue,Stadium-Armory,AM Peak,0.25
Branch Avenue,Suitland,AM Peak,3.5
Branch Avenue,Tenleytown-AU,AM Peak,3.25
Branch Avenue,Twinbrook,AM Peak,1.75
Branch Avenue,U Street-Cardozo,AM Peak,1.75
Branch Avenue,Union Station,AM Peak,9.5
Branch Avenue,Van Dorn Street,AM Peak,0.25
Branch Avenue,Van Ness-UDC,AM Peak,0.25
Branch Avenue,Vienna,AM Peak,1.0
Branch Avenue,Virginia Square-GMU,AM Peak,0.5
Branch Avenue,Waterfront,AM Peak,1.5
Branch Avenue,West Falls Church,AM Peak,0.75
Branch Avenue,West Hyattsville,AM Peak,0.5
Branch Avenue,Wheaton,AM Peak,0.5
Branch Avenue,White Flint,AM Peak,1.5
Branch Avenue,Woodley Park-Zoo,AM Peak,5.5
Brookland,Addison Road,AM Peak,3.0
Brookland,Anacostia,AM Peak,2.5
Brookland,Arlington Cemetery,AM Peak,0.5
Brookland,Ballston,AM Peak,0.75
Brookland,Benning Road,AM Peak,1.5
Brookland,Bethesda,AM Peak,3.5
Brookland,Braddock Road,AM Peak,1.25
Brookland,Branch Avenue,AM Peak,1.75
Brookland,Brookland,AM Peak,2.0
Brookland,Capitol Heights,AM Peak,2.25
Brookland,Capitol South,AM Peak,0.25
Brookland,Clarendon,AM Peak,0.25
Brookland,Cleveland Park,AM Peak,2.25
Brookland,Columbia Heights,AM Peak,4.25
Brookland,Congress Heights,AM Peak,1.0
Brookland,Court House,AM Peak,0.5
Brookland,Crystal City,AM Peak,1.0
Brookland,Deanwood,AM Peak,0.5
Brookland,Dupont Circle,AM Peak,16.0
Brookland,East Falls Church,AM Peak,0.75
Brookland,Eastern Market,AM Peak,2.5
Brookland,Farragut North,AM Peak,9.5
Brookland,Federal Triangle,AM Peak,1.5
Brookland,Foggy Bottom,AM Peak,3.75
Brookland,Forest Glen,AM Peak,2.25
Brookland,Fort Totten,AM Peak,7.0
Brookland,Franconia-Springfield,AM Peak,1.5
Brookland,Friendship Heights,AM Peak,2.75
Brookland,Gallery Place-Chinatown,AM Peak,12.25
Brookland,Georgia Avenue-Petworth,AM Peak,0.25
Brookland,Glenmont,AM Peak,4.0
Brookland,Greenbelt,AM Peak,0.75
Brookland,Grosvenor,AM Peak,0.5
Brookland,Huntington,AM Peak,0.75
Brookland,Judiciary Square,AM Peak,4.0
Brookland,King Street,AM Peak,1.5
Brookland,Largo Town Center,AM Peak,0.5
Brookland,L'Enfant Plaza,AM Peak,1.25
Brookland,McPherson Square,AM Peak,1.0
Brookland,Medical Center,AM Peak,1.5
Brookland,Metro Center,AM Peak,9.75
Brookland,Minnesota Avenue,AM Peak,0.75
Brookland,Mt. Vernon Square-UDC,AM Peak,1.0
Brookland,Navy Yard,AM Peak,2.0
Brookland,Naylor Road,AM Peak,0.5
Brookland,New Carrollton,AM Peak,1.5
Brookland,New York Ave,AM Peak,4.5
Brookland,Pentagon,AM Peak,0.75
Brookland,Pentagon City,AM Peak,3.5
Brookland,Potomac Avenue,AM Peak,1.5
Brookland,Prince George's Plaza,AM Peak,1.25
Brookland,Reagan Washington National Airport,AM Peak,5.5
Brookland,Rhode Island Avenue,AM Peak,4.75
Brookland,Rockville,AM Peak,1.0
Brookland,Rosslyn,AM Peak,1.25
Brookland,Shady Grove,AM Peak,1.5
Brookland,Shaw-Howard University,AM Peak,0.5
Brookland,Silver Spring,AM Peak,14.25
Brookland,Smithsonian,AM Peak,3.75
Brookland,Southern Avenue,AM Peak,1.5
Brookland,Suitland,AM Peak,0.5
Brookland,Takoma,AM Peak,3.75
Brookland,Tenleytown-AU,AM Peak,2.75
Brookland,Twinbrook,AM Peak,0.5
Brookland,U Street-Cardozo,AM Peak,2.75
Brookland,Union Station,AM Peak,23.0
Brookland,Van Dorn Street,AM Peak,0.25
Brookland,Van Ness-UDC,AM Peak,0.5
Brookland,Virginia Square-GMU,AM Peak,1.0
Brookland,Waterfront,AM Peak,3.25
Brookland,West Falls Church,AM Peak,0.75
Brookland,West Hyattsville,AM Peak,1.25
Brookland,Wheaton,AM Peak,3.5
Brookland,White Flint,AM Peak,0.75
Brookland,Woodley Park-Zoo,AM Peak,0.5
Capitol Heights,Addison Road,AM Peak,3.25
Capitol Heights,Anacostia,AM Peak,3.0
Capitol Heights,Archives-Navy Memorial,AM Peak,1.5
Capitol Heights,Arlington Cemetery,AM Peak,0.25
Capitol Heights,Ballston,AM Peak,0.25
Capitol Heights,Benning Road,AM Peak,0.75
Capitol Heights,Bethesda,AM Peak,0.75
Capitol Heights,Braddock Road,AM Peak,0.25
Capitol Heights,Branch Avenue,AM Peak,2.5
Capitol Heights,Brookland,AM Peak,1.25
Capitol Heights,Capitol Heights,AM Peak,1.0
Capitol Heights,Capitol South,AM Peak,1.25
Capitol Heights,Cheverly,AM Peak,0.25
Capitol Heights,College Park-U of MD,AM Peak,0.75
Capitol Heights,Columbia Heights,AM Peak,2.25
Capitol Heights,Court House,AM Peak,0.5
Capitol Heights,Deanwood,AM Peak,0.25
Capitol Heights,Dunn Loring,AM Peak,1.25
Capitol Heights,Dupont Circle,AM Peak,1.5
Capitol Heights,East Falls Church,AM Peak,0.5
Capitol Heights,Eastern Market,AM Peak,3.0
Capitol Heights,Eisenhower Avenue,AM Peak,0.25
Capitol Heights,Farragut West,AM Peak,1.0
Capitol Heights,Federal Center SW,AM Peak,0.25
Capitol Heights,Federal Triangle,AM Peak,1.0
Capitol Heights,Foggy Bottom,AM Peak,7.5
Capitol Heights,Forest Glen,AM Peak,0.25
Capitol Heights,Fort Totten,AM Peak,3.25
Capitol Heights,Franconia-Springfield,AM Peak,1.25
Capitol Heights,Friendship Heights,AM Peak,0.5
Capitol Heights,Gallery Place-Chinatown,AM Peak,3.0
Capitol Heights,Georgia Avenue-Petworth,AM Peak,2.75
Capitol Heights,Glenmont,AM Peak,0.25
Capitol Heights,Grosvenor,AM Peak,0.25
Capitol Heights,Huntington,AM Peak,0.5
Capitol Heights,King Street,AM Peak,0.75
Capitol Heights,Landover,AM Peak,0.75
Capitol Heights,Largo Town Center,AM Peak,4.25
Capitol Heights,L'Enfant Plaza,AM Peak,3.0
Capitol Heights,McPherson Square,AM Peak,2.5
Capitol Heights,Medical Center,AM Peak,0.5
Capitol Heights,Metro Center,AM Peak,7.0
Capitol Heights,Minnesota Avenue,AM Peak,0.25
Capitol Heights,Morgan Blvd.,AM Peak,2.0
Capitol Heights,Mt. Vernon Square-UDC,AM Peak,2.0
Capitol Heights,Navy Yard,AM Peak,2.25
Capitol Heights,Naylor Road,AM Peak,0.5
Capitol Heights,New Carrollton,AM Peak,1.5
Capitol Heights,New York Ave,AM Peak,0.75
Capitol Heights,Pentagon,AM Peak,1.25
Capitol Heights,Pentagon City,AM Peak,3.75
Capitol Heights,Potomac Avenue,AM Peak,2.75
Capitol Heights,Prince George's Plaza,AM Peak,1.5
Capitol Heights,Reagan Washington National Airport,AM Peak,0.5
Capitol Heights,Rhode Island Avenue,AM Peak,1.25
Capitol Heights,Rockville,AM Peak,0.75
Capitol Heights,Rosslyn,AM Peak,1.0
Capitol Heights,Shady Grove,AM Peak,2.5
Capitol Heights,Shaw-Howard University,AM Peak,1.5
Capitol Heights,Silver Spring,AM Peak,2.0
Capitol Heights,Smithsonian,AM Peak,2.25
Capitol Heights,Southern Avenue,AM Peak,0.75
Capitol Heights,Stadium-Armory,AM Peak,1.25
Capitol Heights,Suitland,AM Peak,0.25
Capitol Heights,Tenleytown-AU,AM Peak,0.75
Capitol Heights,Twinbrook,AM Peak,0.5
Capitol Heights,U Street-Cardozo,AM Peak,0.5
Capitol Heights,Van Dorn Street,AM Peak,0.75
Capitol Heights,Van Ness-UDC,AM Peak,1.0
Capitol Heights,Waterfront,AM Peak,1.0
Capitol Heights,West Falls Church,AM Peak,0.25
Capitol Heights,West Hyattsville,AM Peak,0.25
Capitol Heights,Wheaton,AM Peak,0.5
Capitol Heights,White Flint,AM Peak,0.75
Capitol Heights,Woodley Park-Zoo,AM Peak,2.75
Capitol South,Archives-Navy Memorial,AM Peak,0.25
Capitol South,Arlington Cemetery,AM Peak,1.75
Capitol South,Ballston,AM Peak,0.75
Capitol South,Benning Road,AM Peak,0.75
Capitol South,Bethesda,AM Peak,0.25
Capitol South,Braddock Road,AM Peak,0.25
Capitol South,Capitol South,AM Peak,2.0
Capitol South,Clarendon,AM Peak,0.75
Capitol South,Columbia Heights,AM Peak,0.5
Capitol South,Court House,AM Peak,1.5
Capitol South,Crystal City,AM Peak,0.5
Capitol South,Dupont Circle,AM Peak,1.25
Capitol South,East Falls Church,AM Peak,0.25
Capitol South,Eastern Market,AM Peak,1.25
Capitol South,Farragut North,AM Peak,0.5
Capitol South,Farragut West,AM Peak,0.25
Capitol South,Federal Triangle,AM Peak,7.0
Capitol South,Foggy Bottom,AM Peak,3.25
Capitol South,Fort Totten,AM Peak,0.25
Capitol South,Friendship Heights,AM Peak,0.5
Capitol South,Gallery Place-Chinatown,AM Peak,1.25
Capitol South,Georgia Avenue-Petworth,AM Peak,0.25
Capitol South,Grosvenor,AM Peak,0.5
Capitol South,Huntington,AM Peak,1.5
Capitol South,King Street,AM Peak,0.5
Capitol South,Largo Town Center,AM Peak,0.25
Capitol South,L'Enfant Plaza,AM Peak,0.75
Capitol South,McPherson Square,AM Peak,1.75
Capitol South,Medical Center,AM Peak,2.25
Capitol South,Metro Center,AM Peak,4.5
Capitol South,New Carrollton,AM Peak,0.75
Capitol South,Pentagon,AM Peak,1.0
Capitol South,Pentagon City,AM Peak,0.25
Capitol South,Potomac Avenue,AM Peak,0.25
Capitol South,Prince George's Plaza,AM Peak,0.25
Capitol South,Reagan Washington National Airport,AM Peak,2.75
Capitol South,Rockville,AM Peak,0.5
Capitol South,Rosslyn,AM Peak,0.75
Capitol South,Shady Grove,AM Peak,0.5
Capitol South,Smithsonian,AM Peak,12.5
Capitol South,Tenleytown-AU,AM Peak,0.5
Capitol South,Van Ness-UDC,AM Peak,0.25
Capitol South,Vienna,AM Peak,0.75
Capitol South,Virginia Square-GMU,AM Peak,0.75
Capitol South,Waterfront,AM Peak,0.25
Capitol South,West Falls Church,AM Peak,1.0
Cheverly,Addison Road,AM Peak,0.75
Cheverly,Anacostia,AM Peak,0.25
Cheverly,Archives-Navy Memorial,AM Peak,0.25
Cheverly,Arlington Cemetery,AM Peak,8.5
Cheverly,Ballston,AM Peak,1.0
Cheverly,Branch Avenue,AM Peak,0.25
Cheverly,Brookland,AM Peak,0.25
Cheverly,Capitol Heights,AM Peak,0.25
Cheverly,Capitol South,AM Peak,3.0
Cheverly,Cheverly,AM Peak,0.5
Cheverly,Clarendon,AM Peak,0.25
Cheverly,Columbia Heights,AM Peak,2.25
Cheverly,Congress Heights,AM Peak,0.25
Cheverly,Crystal City,AM Peak,1.0
Cheverly,Deanwood,AM Peak,0.75
Cheverly,Dunn Loring,AM Peak,0.25
Cheverly,Dupont Circle,AM Peak,2.5
Cheverly,Eastern Market,AM Peak,2.75
Cheverly,Farragut North,AM Peak,0.25
Cheverly,Federal Center SW,AM Peak,2.75
Cheverly,Federal Triangle,AM Peak,2.75
Cheverly,Foggy Bottom,AM Peak,2.5
Cheverly,Forest Glen,AM Peak,0.25
Cheverly,Fort Totten,AM Peak,0.5
Cheverly,Friendship Heights,AM Peak,0.25
Cheverly,Gallery Place-Chinatown,AM Peak,0.5
Cheverly,Georgia Avenue-Petworth,AM Peak,2.0
Cheverly,Glenmont,AM Peak,0.25
Cheverly,Landover,AM Peak,0.25
Cheverly,Largo Town Center,AM Peak,1.25
Cheverly,L'Enfant Plaza,AM Peak,1.0
Cheverly,McPherson Square,AM Peak,2.5
Cheverly,Medical Center,AM Peak,0.25
Cheverly,Metro Center,AM Peak,4.0
Cheverly,Minnesota Avenue,AM Peak,2.5
Cheverly,Morgan Blvd.,AM Peak,0.5
Cheverly,Mt. Vernon Square-UDC,AM Peak,0.25
Cheverly,Navy Yard,AM Peak,1.25
Cheverly,Naylor Road,AM Peak,0.25
Cheverly,New Carrollton,AM Peak,1.25
Cheverly,Pentagon,AM Peak,1.5
Cheverly,Pentagon City,AM Peak,1.5
Cheverly,Potomac Avenue,AM Peak,1.25
Cheverly,Reagan Washington National Airport,AM Peak,0.5
Cheverly,Rhode Island Avenue,AM Peak,0.5
Cheverly,Rockville,AM Peak,0.25
Cheverly,Rosslyn,AM Peak,1.75
Cheverly,Shady Grove,AM Peak,0.75
Cheverly,Shaw-Howard University,AM Peak,0.25
Cheverly,Silver Spring,AM Peak,0.75
Cheverly,Smithsonian,AM Peak,2.75
Cheverly,Stadium-Armory,AM Peak,0.75
Cheverly,Suitland,AM Peak,1.0
Cheverly,Tenleytown-AU,AM Peak,1.0
Cheverly,U Street-Cardozo,AM Peak,1.25
Cheverly,Union Station,AM Peak,1.0
Cheverly,Van Dorn Street,AM Peak,0.25
Cheverly,Waterfront,AM Peak,0.5
Cheverly,West Falls Church,AM Peak,0.25
Cheverly,West Hyattsville,AM Peak,0.5
Cheverly,Wheaton,AM Peak,0.5
Cheverly,White Flint,AM Peak,0.25
Cheverly,Woodley Park-Zoo,AM Peak,3.25
Clarendon,Arlington Cemetery,AM Peak,1.0
Clarendon,Ballston,AM Peak,1.75
Clarendon,Bethesda,AM Peak,1.0
Clarendon,Branch Avenue,AM Peak,0.25
Clarendon,Capitol South,AM Peak,1.75
Clarendon,Clarendon,AM Peak,2.0
Clarendon,Cleveland Park,AM Peak,0.25
Clarendon,Columbia Heights,AM Peak,0.75
Clarendon,Court House,AM Peak,0.25
Clarendon,Deanwood,AM Peak,0.25
Clarendon,Dunn Loring,AM Peak,1.5
Clarendon,Dupont Circle,AM Peak,1.25
Clarendon,East Falls Church,AM Peak,1.0
Clarendon,Eastern Market,AM Peak,1.25
Clarendon,Eisenhower Avenue,AM Peak,0.25
Clarendon,Farragut North,AM Peak,0.25
Clarendon,Farragut West,AM Peak,2.75
Clarendon,Federal Center SW,AM Peak,2.5
Clarendon,Federal Triangle,AM Peak,8.75
Clarendon,Foggy Bottom,AM Peak,12.5
Clarendon,Franconia-Springfield,AM Peak,0.75
Clarendon,Gallery Place-Chinatown,AM Peak,0.25
Clarendon,Georgia Avenue-Petworth,AM Peak,0.5
Clarendon,Grosvenor,AM Peak,0.25
Clarendon,Huntington,AM Peak,0.25
Clarendon,Judiciary Square,AM Peak,0.25
Clarendon,King Street,AM Peak,0.5
Clarendon,L'Enfant Plaza,AM Peak,1.25
Clarendon,McPherson Square,AM Peak,5.5
Clarendon,Metro Center,AM Peak,7.25
Clarendon,Naylor Road,AM Peak,1.0
Clarendon,New York Ave,AM Peak,0.5
Clarendon,Pentagon,AM Peak,0.25
Clarendon,Pentagon City,AM Peak,1.0
Clarendon,Potomac Avenue,AM Peak,0.5
Clarendon,Reagan Washington National Airport,AM Peak,1.25
Clarendon,Rhode Island Avenue,AM Peak,0.25
Clarendon,Rosslyn,AM Peak,3.0
Clarendon,Shaw-Howard University,AM Peak,0.25
Clarendon,Silver Spring,AM Peak,0.5
Clarendon,Smithsonian,AM Peak,13.5
Clarendon,Southern Avenue,AM Peak,0.25
Clarendon,Takoma,AM Peak,0.25
Clarendon,Tenleytown-AU,AM Peak,0.25
Clarendon,Twinbrook,AM Peak,1.0
Clarendon,Union Station,AM Peak,3.0
Clarendon,Van Dorn Street,AM Peak,0.25
Clarendon,Vienna,AM Peak,2.5
Clarendon,Virginia Square-GMU,AM Peak,0.5
Clarendon,West Falls Church,AM Peak,1.5
Clarendon,Woodley Park-Zoo,AM Peak,1.25
Cleveland Park,Archives-Navy Memorial,AM Peak,0.25
Cleveland Park,Arlington Cemetery,AM Peak,0.25
Cleveland Park,Ballston,AM Peak,0.25
Cleveland Park,Benning Road,AM Peak,0.25
Cleveland Park,Bethesda,AM Peak,3.5
Cleveland Park,Braddock Road,AM Peak,0.5
Cleveland Park,Branch Avenue,AM Peak,2.0
Cleveland Park,Capitol South,AM Peak,0.25
Cleveland Park,Clarendon,AM Peak,0.25
Cleveland Park,Cleveland Park,AM Peak,2.25
Cleveland Park,Columbia Heights,AM Peak,0.25
Cleveland Park,Court House,AM Peak,0.25
Cleveland Park,Crystal City,AM Peak,0.5
Cleveland Park,Dupont Circle,AM Peak,9.5
Cleveland Park,East Falls Church,AM Peak,0.5
Cleveland Park,Eastern Market,AM Peak,1.75
Cleveland Park,Farragut North,AM Peak,9.75
Cleveland Park,Federal Triangle,AM Peak,1.0
Cleveland Park,Foggy Bottom,AM Peak,0.5
Cleveland Park,Fort Totten,AM Peak,1.0
Cleveland Park,Franconia-Springfield,AM Peak,0.25
Cleveland Park,Friendship Heights,AM Peak,2.5
Cleveland Park,Gallery Place-Chinatown,AM Peak,2.75
Cleveland Park,Georgia Avenue-Petworth,AM Peak,0.25
Cleveland Park,Grosvenor,AM Peak,0.75
Cleveland Park,Judiciary Square,AM Peak,1.25
Cleveland Park,King Street,AM Peak,0.75
Cleveland Park,L'Enfant Plaza,AM Peak,1.0
Cleveland Park,Medical Center,AM Peak,1.25
Cleveland Park,Metro Center,AM Peak,6.25
Cleveland Park,Navy Yard,AM Peak,0.75
Cleveland Park,New Carrollton,AM Peak,0.5
Cleveland Park,New York Ave,AM Peak,0.25
Cleveland Park,Pentagon,AM Peak,0.25
Cleveland Park,Pentagon City,AM Peak,1.75
Cleveland Park,Potomac Avenue,AM Peak,0.25
Cleveland Park,Prince George's Plaza,AM Peak,0.25
Cleveland Park,Reagan Washington National Airport,AM Peak,3.75
Cleveland Park,Rockville,AM Peak,0.75
Cleveland Park,Rosslyn,AM Peak,0.25
Cleveland Park,Shady Grove,AM Peak,1.75
Cleveland Park,Shaw-Howard University,AM Peak,0.25
Cleveland Park,Silver Spring,AM Peak,2.0
Cleveland Park,Smithsonian,AM Peak,1.5
Cleveland Park,Southern Avenue,AM Peak,1.0
Cleveland Park,Suitland,AM Peak,0.5
Cleveland Park,Takoma,AM Peak,0.5
Cleveland Park,Tenleytown-AU,AM Peak,3.25
Cleveland Park,Twinbrook,AM Peak,0.75
Cleveland Park,U Street-Cardozo,AM Peak,0.25
Cleveland Park,Union Station,AM Peak,14.5
Cleveland Park,Van Ness-UDC,AM Peak,1.0
Cleveland Park,Vienna,AM Peak,0.5
Cleveland Park,Waterfront,AM Peak,0.5
Cleveland Park,Wheaton,AM Peak,0.25
Cleveland Park,White Flint,AM Peak,0.75
Cleveland Park,Woodley Park-Zoo,AM Peak,1.25
College Park-U of MD,Anacostia,AM Peak,0.25
College Park-U of MD,Archives-Navy Memorial,AM Peak,4.5
College Park-U of MD,Benning Road,AM Peak,0.5
College Park-U of MD,Bethesda,AM Peak,1.25
College Park-U of MD,Braddock Road,AM Peak,0.5
College Park-U of MD,Branch Avenue,AM Peak,3.25
College Park-U of MD,Brookland,AM Peak,1.75
College Park-U of MD,Cheverly,AM Peak,0.25
College Park-U of MD,Cleveland Park,AM Peak,0.75
College Park-U of MD,College Park-U of MD,AM Peak,0.25
College Park-U of MD,Columbia Heights,AM Peak,2.5
College Park-U of MD,Congress Heights,AM Peak,0.25
College Park-U of MD,Crystal City,AM Peak,0.75
College Park-U of MD,Deanwood,AM Peak,0.25
College Park-U of MD,Dunn Loring,AM Peak,0.25
College Park-U of MD,Dupont Circle,AM Peak,2.5
College Park-U of MD,East Falls Church,AM Peak,0.25
College Park-U of MD,Eastern Market,AM Peak,2.5
College Park-U of MD,Farragut North,AM Peak,2.0
College Park-U of MD,Farragut West,AM Peak,0.75
College Park-U of MD,Federal Triangle,AM Peak,0.5
College Park-U of MD,Foggy Bottom,AM Peak,2.25
College Park-U of MD,Forest Glen,AM Peak,0.25
College Park-U of MD,Fort Totten,AM Peak,2.75
College Park-U of MD,Friendship Heights,AM Peak,0.5
College Park-U of MD,Gallery Place-Chinatown,AM Peak,8.25
College Park-U of MD,Georgia Avenue-Petworth,AM Peak,2.25
College Park-U of MD,Glenmont,AM Peak,1.25
College Park-U of MD,Greenbelt,AM Peak,2.5
College Park-U of MD,Grosvenor,AM Peak,0.25
College Park-U of MD,Judiciary Square,AM Peak,0.5
College Park-U of MD,King Street,AM Peak,0.75
College Park-U of MD,Largo Town Center,AM Peak,5.75
College Park-U of MD,L'Enfant Plaza,AM Peak,3.5
College Park-U of MD,Medical Center,AM Peak,1.5
College Park-U of MD,Metro Center,AM Peak,2.75
College Park-U of MD,Mt. Vernon Square-UDC,AM Peak,1.0
College Park-U of MD,Navy Yard,AM Peak,1.0
College Park-U of MD,Naylor Road,AM Peak,0.5
College Park-U of MD,New Carrollton,AM Peak,0.25
College Park-U of MD,New York Ave,AM Peak,1.25
College Park-U of MD,Pentagon City,AM Peak,0.5
College Park-U of MD,Prince George's Plaza,AM Peak,1.5
College Park-U of MD,Reagan Washington National Airport,AM Peak,3.75
College Park-U of MD,Rhode Island Avenue,AM Peak,0.5
College Park-U of MD,Rockville,AM Peak,0.75
College Park-U of MD,Shady Grove,AM Peak,2.25
College Park-U of MD,Shaw-Howard University,AM Peak,1.5
College Park-U of MD,Silver Spring,AM Peak,3.5
College Park-U of MD,Smithsonian,AM Peak,3.25
College Park-U of MD,Suitland,AM Peak,1.0
College Park-U of MD,Takoma,AM Peak,0.5
College Park-U of MD,Tenleytown-AU,AM Peak,0.75
College Park-U of MD,U Street-Cardozo,AM Peak,2.25
College Park-U of MD,Union Station,AM Peak,6.5
College Park-U of MD,Van Ness-UDC,AM Peak,0.5
College Park-U of MD,Vienna,AM Peak,0.25
College Park-U of MD,Waterfront,AM Peak,1.25
College Park-U of MD,West Falls Church,AM Peak,0.25
College Park-U of MD,West Hyattsville,AM Peak,0.25
College Park-U of MD,Wheaton,AM Peak,0.5
College Park-U of MD,White Flint,AM Peak,0.25
College Park-U of MD,Woodley Park-Zoo,AM Peak,1.0
Columbia Heights,Addison Road,AM Peak,3.25
Columbia Heights,Anacostia,AM Peak,17.25
Columbia Heights,Archives-Navy Memorial,AM Peak,24.5
Columbia Heights,Arlington Cemetery,AM Peak,1.25
Columbia Heights,Ballston,AM Peak,2.75
Columbia Heights,Benning Road,AM Peak,2.75
Columbia Heights,Bethesda,AM Peak,4.0
Columbia Heights,Braddock Road,AM Peak,5.25
Columbia Heights,Branch Avenue,AM Peak,13.25
Columbia Heights,Brookland,AM Peak,1.75
Columbia Heights,Capitol Heights,AM Peak,4.5
Columbia Heights,Capitol South,AM Peak,5.75
Columbia Heights,Cheverly,AM Peak,1.75
Columbia Heights,Clarendon,AM Peak,2.25
Columbia Heights,College Park-U of MD,AM Peak,5.25
Columbia Heights,Columbia Heights,AM Peak,9.5
Columbia Heights,Congress Heights,AM Peak,4.0
Columbia Heights,Court House,AM Peak,0.75
Columbia Heights,Crystal City,AM Peak,11.0
Columbia Heights,Deanwood,AM Peak,2.75
Columbia Heights,Dunn Loring,AM Peak,2.75
Columbia Heights,Dupont Circle,AM Peak,3.0
Columbia Heights,East Falls Church,AM Peak,1.0
Columbia Heights,Eastern Market,AM Peak,24.0
Columbia Heights,Eisenhower Avenue,AM Peak,2.25
Columbia Heights,Farragut North,AM Peak,5.5
Columbia Heights,Farragut West,AM Peak,1.0
Columbia Heights,Federal Center SW,AM Peak,1.5
Columbia Heights,Federal Triangle,AM Peak,0.25
Columbia Heights,Foggy Bottom,AM Peak,8.5
Columbia Heights,Forest Glen,AM Peak,1.5
Columbia Heights,Fort Totten,AM Peak,25.5
Columbia Heights,Franconia-Springfield,AM Peak,6.5
Columbia Heights,Friendship Heights,AM Peak,3.75
Columbia Heights,Gallery Place-Chinatown,AM Peak,53.25
Columbia Heights,Georgia Avenue-Petworth,AM Peak,5.25
Columbia Heights,Glenmont,AM Peak,3.0
Columbia Heights,Greenbelt,AM Peak,6.0
Columbia Heights,Huntington,AM Peak,7.25
Columbia Heights,Judiciary Square,AM Peak,0.5
Columbia Heights,King Street,AM Peak,8.25
Columbia Heights,Landover,AM Peak,1.25
Columbia Heights,Largo Town Center,AM Peak,6.5
Columbia Heights,L'Enfant Plaza,AM Peak,25.25
Columbia Heights,Medical Center,AM Peak,0.5
Columbia Heights,Metro Center,AM Peak,6.75
Columbia Heights,Minnesota Avenue,AM Peak,3.25
Columbia Heights,Morgan Blvd.,AM Peak,1.75
Columbia Heights,Mt. Vernon Square-UDC,AM Peak,11.25
Columbia Heights,Navy Yard,AM Peak,11.0
Columbia Heights,Naylor Road,AM Peak,5.75
Columbia Heights,New Carrollton,AM Peak,2.25
Columbia Heights,New York Ave,AM Peak,2.0
Columbia Heights,Pentagon,AM Peak,5.0
Columbia Heights,Pentagon City,AM Peak,16.0
Columbia Heights,Potomac Avenue,AM Peak,3.0
Columbia Heights,Prince George's Plaza,AM Peak,9.25
Columbia Heights,Reagan Washington National Airport,AM Peak,20.5
Columbia Heights,Rhode Island Avenue,AM Peak,13.25
Columbia Heights,Rockville,AM Peak,1.0
Columbia Heights,Rosslyn,AM Peak,3.25
Columbia Heights,Shady Grove,AM Peak,2.0
Columbia Heights,Shaw-Howard University,AM Peak,5.75
Columbia Heights,Silver Spring,AM Peak,2.0
Columbia Heights,Smithsonian,AM Peak,8.5
Columbia Heights,Southern Avenue,AM Peak,8.25
Columbia Heights,Stadium-Armory,AM Peak,1.75
Columbia Heights,Suitland,AM Peak,14.25
Columbia Heights,Takoma,AM Peak,2.5
Columbia Heights,Tenleytown-AU,AM Peak,2.75
Columbia Heights,U Street-Cardozo,AM Peak,9.5
Columbia Heights,Union Station,AM Peak,39.5
Columbia Heights,Van Dorn Street,AM Peak,3.0
Columbia Heights,Van Ness-UDC,AM Peak,0.5
Columbia Heights,Vienna,AM Peak,1.0
Columbia Heights,Virginia Square-GMU,AM Peak,1.25
Columbia Heights,Waterfront,AM Peak,14.25
Columbia Heights,West Falls Church,AM Peak,1.5
Columbia Heights,West Hyattsville,AM Peak,7.25
Columbia Heights,Wheaton,AM Peak,5.75
Columbia Heights,White Flint,AM Peak,1.0
Columbia Heights,Woodley Park-Zoo,AM Peak,0.25
Congress Heights,Addison Road,AM Peak,0.5
