ent_station,ext_station,riders_average_weekday_late_night
Columbia Heights,Largo Town Center,1.0
Columbia Heights,McPherson Square,0.625
Columbia Heights,Metro Center,0.375
Columbia Heights,Minnesota Avenue,3.0
Columbia Heights,Morgan Blvd.,0.125
Columbia Heights,Mt. Vernon Square-UDC,9.75
Columbia Heights,Navy Yard,6.0
Columbia Heights,Naylor Road,3.0
Columbia Heights,New Carrollton,3.125
Columbia Heights,New York Ave,3.5
Columbia Heights,Pentagon,1.0
Columbia Heights,Pentagon City,8.875
Columbia Heights,Potomac Avenue,3.25
Columbia Heights,Prince George's Plaza,12.5
Columbia Heights,Reagan Washington National Airport,1.25
Columbia Heights,Rhode Island Avenue,2.125
Columbia Heights,Rockville,0.625
Columbia Heights,Rosslyn,3.75
Columbia Heights,Shady Grove,2.375
Columbia Heights,Shaw-Howard University,13.5
Columbia Heights,Silver Spring,13.5
Columbia Heights,Southern Avenue,3.375
Columbia Heights,Stadium-Armory,2.75
Columbia Heights,Suitland,4.0
Columbia Heights,Takoma,6.125
Columbia Heights,Tenleytown-AU,2.5
Columbia Heights,Twinbrook,1.0
Columbia Heights,U Street-Cardozo,12.875
Columbia Heights,Union Station,4.125
Columbia Heights,Van Dorn Street,0.875
Columbia Heights,Van Ness-UDC,1.625
Columbia Heights,Vienna,2.75
Columbia Heights,Virginia Square-GMU,1.0
Columbia Heights,Waterfront,11.125
Columbia Heights,West Falls Church,1.0
Columbia Heights,West Hyattsville,16.5
Columbia Heights,Wheaton,4.25
Columbia Heights,White Flint,0.5
Columbia Heights,Woodley Park-Zoo,0.25
Congress Heights,Addison Road,0.375
Congress Heights,Anacostia,1.125
Congress Heights,Archives-Navy Memorial,0.25
Congress Heights,Benning Road,0.625
Congress Heights,Braddock Road,0.25
Congress Heights,Branch Avenue,1.25
Congress Heights,Brookland,0.25
Congress Heights,Capitol Heights,0.5
Congress Heights,College Park-U of MD,0.375
Congress Heights,Columbia Heights,2.625
Congress Heights,Congress Heights,2.0
Congress Heights,Crystal City,0.375
Congress Heights,Deanwood,0.625
Congress Heights,Dupont Circle,0.625
Congress Heights,East Falls Church,0.125
Congress Heights,Farragut West,0.375
Congress Heights,Foggy Bottom,0.5
Congress Heights,Fort Totten,1.875
Congress Heights,Gallery Place-Chinatown,1.5
Congress Heights,Georgia Avenue-Petworth,0.75
Congress Heights,Glenmont,0.5
Congress Heights,Greenbelt,0.125
Congress Heights,Huntington,0.25
Congress Heights,Landover,0.5
Congress Heights,Largo Town Center,0.375
Congress Heights,Metro Center,0.375
Congress Heights,Minnesota Avenue,0.5
Congress Heights,Navy Yard,0.625
Congress Heights,Naylor Road,2.25
Congress Heights,New Carrollton,0.5
Congress Heights,New York Ave,0.375
Congress Heights,Pentagon City,0.25
Congress Heights,Potomac Avenue,0.25
Congress Heights,Reagan Washington National Airport,0.5
Congress Heights,Rhode Island Avenue,1.75
Congress Heights,Shady Grove,0.125
Congress Heights,Shaw-Howard University,0.625
Congress Heights,Silver Spring,0.125
Congress Heights,Southern Avenue,1.375
Congress Heights,Stadium-Armory,1.125
Congress Heights,Suitland,4.25
Congress Heights,Takoma,0.125
Congress Heights,U Street-Cardozo,1.125
Congress Heights,Waterfront,0.625
Congress Heights,West Falls Church,0.125
Congress Heights,West Hyattsville,0.25
Congress Heights,Woodley Park-Zoo,0.25
Court House,Addison Road,0.625
Court House,Ballston,9.75
Court House,Benning Road,0.875
Court House,Bethesda,1.125
Court House,Braddock Road,0.75
Court House,Brookland,0.25
Court House,Capitol South,1.0
Court House,Clarendon,1.125
Court House,Cleveland Park,0.875
Court House,College Park-U of MD,0.125
Court House,Columbia Heights,1.125
Court House,Congress Heights,0.125
Court House,Court House,3.0
Court House,Crystal City,1.625
Court House,Deanwood,0.125
Court House,Dunn Loring,6.25
Court House,Dupont Circle,1.25
Court House,East Falls Church,7.25
Court House,Eastern Market,2.5
Court House,Eisenhower Avenue,0.5
Court House,Farragut West,3.875
Court House,Foggy Bottom,5.0
Court House,Forest Glen,0.375
Court House,Fort Totten,0.75
Court House,Franconia-Springfield,1.875
Court House,Friendship Heights,0.625
Court House,Gallery Place-Chinatown,0.875
Court House,Georgia Avenue-Petworth,1.125
Court House,Grosvenor,0.375
Court House,Huntington,2.0
Court House,Judiciary Square,0.5
Court House,King Street,2.25
Court House,L'Enfant Plaza,0.625
Court House,McPherson Square,5.5
Court House,Metro Center,2.5
Court House,Minnesota Avenue,0.125
Court House,Morgan Blvd.,0.125
Court House,Mt. Vernon Square-UDC,0.875
Court House,Navy Yard,0.25
Court House,Naylor Road,0.125
Court House,New Carrollton,0.375
Court House,New York Ave,0.625
Court House,Pentagon,0.5
Court House,Pentagon City,1.875
Court House,Potomac Avenue,0.625
Court House,Prince George's Plaza,0.25
Court House,Rhode Island Avenue,0.125
Court House,Rockville,0.375
Court House,Rosslyn,2.875
Court House,Shady Grove,0.625
Court House,Shaw-Howard University,0.75
Court House,Silver Spring,0.625
Court House,Smithsonian,0.25
Court House,Southern Avenue,0.5
Court House,Stadium-Armory,0.125
Court House,Suitland,0.125
Court House,Takoma,0.25
Court House,Tenleytown-AU,0.625
Court House,Twinbrook,0.25
Court House,U Street-Cardozo,1.0
Court House,Union Station,1.5
Court House,Van Dorn Street,0.875
Court House,Van Ness-UDC,1.375
Court House,Vienna,8.125
Court House,Virginia Square-GMU,1.375
Court House,Waterfront,0.375
Court House,West Falls Church,3.25
Court House,West Hyattsville,0.125
Court House,White Flint,0.5
Court House,Woodley Park-Zoo,0.625
Crystal City,Addison Road,0.625
Crystal City,Anacostia,2.625
Crystal City,Archives-Navy Memorial,0.625
Crystal City,Ballston,2.75
Crystal City,Benning Road,1.75
Crystal City,Bethesda,1.375
Crystal City,Braddock Road,4.125
Crystal City,Branch Avenue,1.75
Crystal City,Brookland,0.75
Crystal City,Capitol Heights,0.75
Crystal City,Capitol South,0.25
Crystal City,Cheverly,0.25
Crystal City,Clarendon,1.125
Crystal City,Cleveland Park,0.875
Crystal City,College Park-U of MD,0.75
Crystal City,Columbia Heights,10.375
Crystal City,Congress Heights,1.0
Crystal City,Court House,3.25
Crystal City,Crystal City,4.0
Crystal City,Deanwood,0.375
Crystal City,Dunn Loring,1.375
Crystal City,Dupont Circle,3.0
Crystal City,East Falls Church,2.25
Crystal City,Eastern Market,3.125
Crystal City,Eisenhower Avenue,2.5
Crystal City,Farragut West,3.0
Crystal City,Federal Center SW,0.25
Crystal City,Foggy Bottom,6.25
Crystal City,Forest Glen,0.5
Crystal City,Fort Totten,5.0
Crystal City,Franconia-Springfield,4.375
Crystal City,Friendship Heights,0.875
Crystal City,Gallery Place-Chinatown,7.5
Crystal City,Georgia Avenue-Petworth,3.5
Crystal City,Glenmont,0.875
Crystal City,Greenbelt,0.875
Crystal City,Grosvenor,0.625
Crystal City,Huntington,7.875
Crystal City,King Street,6.75
Crystal City,L'Enfant Plaza,1.875
Crystal City,Landover,0.125
Crystal City,Largo Town Center,0.75
Crystal City,McPherson Square,3.25
Crystal City,Medical Center,0.875
Crystal City,Metro Center,2.875
Crystal City,Minnesota Avenue,0.125
Crystal City,Morgan Blvd.,0.25
Crystal City,Mt. Vernon Square-UDC,7.25
Crystal City,Navy Yard,1.5
Crystal City,Naylor Road,1.375
Crystal City,New Carrollton,0.875
Crystal City,New York Ave,1.125
Crystal City,Pentagon,1.25
Crystal City,Pentagon City,3.5
Crystal City,Potomac Avenue,1.25
Crystal City,Prince George's Plaza,0.5
Crystal City,Reagan Washington National Airport,2.375
Crystal City,Rhode Island Avenue,0.75
Crystal City,Rockville,0.5
Crystal City,Rosslyn,7.125
Crystal City,Shady Grove,1.125
Crystal City,Shaw-Howard University,4.5
Crystal City,Silver Spring,2.875
Crystal City,Southern Avenue,0.625
Crystal City,Stadium-Armory,0.625
Crystal City,Suitland,0.875
Crystal City,Takoma,3.375
Crystal City,Tenleytown-AU,0.5
Crystal City,Twinbrook,0.5
Crystal City,U Street-Cardozo,10.25
Crystal City,Union Station,1.75
Crystal City,Van Dorn Street,5.75
Crystal City,Van Ness-UDC,1.5
Crystal City,Vienna,3.5
Crystal City,Virginia Square-GMU,1.375
Crystal City,Waterfront,0.875
Crystal City,West Falls Church,1.375
Crystal City,West Hyattsville,1.0
Crystal City,Wheaton,0.375
Crystal City,White Flint,0.125
Crystal City,Woodley Park-Zoo,2.0
Deanwood,Addison Road,0.375
Deanwood,Anacostia,1.5
Deanwood,Benning Road,0.125
Deanwood,Braddock Road,1.0
Deanwood,Brookland,0.25
Deanwood,Cheverly,0.875
Deanwood,Columbia Heights,0.5
Deanwood,Congress Heights,0.375
Deanwood,Deanwood,1.5
Deanwood,Eastern Market,0.125
Deanwood,Farragut West,0.375
Deanwood,Foggy Bottom,0.125
Deanwood,Gallery Place-Chinatown,0.25
Deanwood,Georgia Avenue-Petworth,0.375
Deanwood,Huntington,0.375
Deanwood,King Street,0.25
Deanwood,Landover,1.75
Deanwood,Largo Town Center,0.5
Deanwood,Minnesota Avenue,1.5
Deanwood,Morgan Blvd.,0.125
Deanwood,Mt. Vernon Square-UDC,0.25
Deanwood,Navy Yard,0.25
Deanwood,New Carrollton,2.25
Deanwood,New York Ave,0.125
Deanwood,Pentagon,0.25
Deanwood,Pentagon City,0.25
Deanwood,Potomac Avenue,0.125
Deanwood,Reagan Washington National Airport,0.125
Deanwood,Rhode Island Avenue,0.625
Deanwood,Shaw-Howard University,0.125
Deanwood,Silver Spring,0.375
Deanwood,Southern Avenue,0.375
Deanwood,Stadium-Armory,1.0
Deanwood,Takoma,0.375
Deanwood,U Street-Cardozo,0.375
Deanwood,Union Station,0.125
Deanwood,Waterfront,0.125
Deanwood,West Falls Church,0.125
Deanwood,West Hyattsville,0.125
Deanwood,Wheaton,0.125
Deanwood,Woodley Park-Zoo,0.25
Dunn Loring,Addison Road,0.125
Dunn Loring,Ballston,3.625
Dunn Loring,Benning Road,0.125
Dunn Loring,Bethesda,0.125
Dunn Loring,Capitol Heights,0.125
Dunn Loring,Capitol South,0.375
Dunn Loring,Clarendon,1.5
Dunn Loring,Cleveland Park,0.125
Dunn Loring,Columbia Heights,0.25
Dunn Loring,Congress Heights,0.125
Dunn Loring,Court House,0.5
Dunn Loring,Crystal City,0.25
Dunn Loring,Dunn Loring,4.625
Dunn Loring,East Falls Church,0.625
Dunn Loring,Eastern Market,0.25
Dunn Loring,Farragut West,0.375
Dunn Loring,Foggy Bottom,0.5
Dunn Loring,Fort Totten,0.375
Dunn Loring,Franconia-Springfield,0.125
Dunn Loring,Gallery Place-Chinatown,0.375
Dunn Loring,Glenmont,0.125
Dunn Loring,Grosvenor,0.125
Dunn Loring,Huntington,0.25
Dunn Loring,King Street,0.125
Dunn Loring,Landover,0.375
Dunn Loring,McPherson Square,0.625
Dunn Loring,Metro Center,1.0
Dunn Loring,Mt. Vernon Square-UDC,0.25
Dunn Loring,New Carrollton,0.125
Dunn Loring,New York Ave,0.375
Dunn Loring,Pentagon,0.25
Dunn Loring,Pentagon City,0.5
Dunn Loring,Rhode Island Avenue,0.625
Dunn Loring,Rockville,0.25
Dunn Loring,Rosslyn,2.375
Dunn Loring,Shady Grove,0.5
Dunn Loring,Shaw-Howard University,0.125
Dunn Loring,Southern Avenue,0.125
Dunn Loring,Stadium-Armory,0.25
Dunn Loring,Suitland,1.125
Dunn Loring,Takoma,0.125
Dunn Loring,U Street-Cardozo,0.5
Dunn Loring,Union Station,0.5
Dunn Loring,Van Dorn Street,0.75
Dunn Loring,Vienna,4.375
Dunn Loring,Virginia Square-GMU,0.375
Dunn Loring,Waterfront,0.25
Dunn Loring,West Falls Church,0.375
Dunn Loring,Woodley Park-Zoo,0.125
Dupont Circle,Addison Road,1.375
Dupont Circle,Anacostia,2.5
Dupont Circle,Archives-Navy Memorial,0.25
Dupont Circle,Ballston,16.125
Dupont Circle,Benning Road,1.5
Dupont Circle,Bethesda,107.75
Dupont Circle,Braddock Road,6.75
Dupont Circle,Branch Avenue,7.25
Dupont Circle,Brookland,17.25
Dupont Circle,Capitol Heights,1.875
Dupont Circle,Capitol South,3.25
Dupont Circle,Cheverly,1.0
Dupont Circle,Clarendon,4.375
Dupont Circle,Cleveland Park,27.75
Dupont Circle,College Park-U of MD,6.25
Dupont Circle,Columbia Heights,6.75
Dupont Circle,Congress Heights,2.125
Dupont Circle,Court House,9.25
Dupont Circle,Crystal City,12.25
Dupont Circle,Deanwood,1.25
Dupont Circle,Dunn Loring,8.375
Dupont Circle,Dupont Circle,18.875
Dupont Circle,East Falls Church,12.25
Dupont Circle,Eastern Market,5.75
Dupont Circle,Eisenhower Avenue,2.75
Dupont Circle,Farragut North,4.0
Dupont Circle,Farragut West,0.375
Dupont Circle,Federal Center SW,1.875
Dupont Circle,Federal Triangle,0.125
Dupont Circle,Foggy Bottom,3.0
Dupont Circle,Forest Glen,13.125
Dupont Circle,Fort Totten,36.125
Dupont Circle,Franconia-Springfield,12.125
Dupont Circle,Friendship Heights,50.625
Dupont Circle,Gallery Place-Chinatown,27.125
Dupont Circle,Georgia Avenue-Petworth,7.625
Dupont Circle,Glenmont,24.625
Dupont Circle,Greenbelt,9.0
Dupont Circle,Grosvenor,88.625
Dupont Circle,Huntington,15.625
Dupont Circle,Judiciary Square,5.75
Dupont Circle,King Street,8.5
Dupont Circle,L'Enfant Plaza,4.25
Dupont Circle,Landover,1.125
Dupont Circle,Largo Town Center,2.0
Dupont Circle,McPherson Square,0.5
Dupont Circle,Medical Center,10.125
Dupont Circle,Metro Center,13.25
Dupont Circle,Minnesota Avenue,1.25
Dupont Circle,Morgan Blvd.,1.0
Dupont Circle,Mt. Vernon Square-UDC,2.125
Dupont Circle,Navy Yard,4.875
Dupont Circle,Naylor Road,1.875
Dupont Circle,New Carrollton,9.25
Dupont Circle,New York Ave,24.5
Dupont Circle,Pentagon,2.375
Dupont Circle,Pentagon City,19.0
Dupont Circle,Potomac Avenue,3.625
Dupont Circle,Prince George's Plaza,3.625
Dupont Circle,Rhode Island Avenue,11.5
Dupont Circle,Rockville,40.5
Dupont Circle,Rosslyn,13.875
Dupont Circle,Shady Grove,79.125
Dupont Circle,Shaw-Howard University,2.875
Dupont Circle,Silver Spring,60.125
Dupont Circle,Smithsonian,0.75
Dupont Circle,Southern Avenue,2.0
Dupont Circle,Stadium-Armory,4.125
Dupont Circle,Suitland,4.625
Dupont Circle,Takoma,22.25
Dupont Circle,Tenleytown-AU,56.25
Dupont Circle,Twinbrook,37.5
Dupont Circle,U Street-Cardozo,5.5
Dupont Circle,Union Station,43.125
Dupont Circle,Van Dorn Street,8.125
Dupont Circle,Van Ness-UDC,52.875
Dupont Circle,Vienna,18.75
Dupont Circle,Virginia Square-GMU,4.625
Dupont Circle,Waterfront,7.125
Dupont Circle,West Falls Church,9.0
Dupont Circle,West Hyattsville,5.125
Dupont Circle,Wheaton,14.875
Dupont Circle,White Flint,31.875
Dupont Circle,Woodley Park-Zoo,30.0
East Falls Church,Ballston,2.5
East Falls Church,Braddock Road,0.375
East Falls Church,Branch Avenue,0.125
East Falls Church,Brookland,0.375
East Falls Church,Capitol South,0.125
East Falls Church,Cheverly,0.125
East Falls Church,Clarendon,2.25
