ent_station,ext_station,riders_average_weekday_late_night,trip_length
cleveland park,van dorn street,0.375,15
cleveland park,van ness udc,2.375,1
cleveland park,vienna,0.25,16
cleveland park,virginia square gmu,0.25,11
cleveland park,waterfront,0.625,8
cleveland park,west falls church,0.25,14
cleveland park,north bethesda,2.625,7
cleveland park,woodley park,1.75,1
college park university of maryland,addison road,0.125,19
college park university of maryland,anacostia,0.25,14
college park university of maryland,benning road,0.125,17
college park university of maryland,bethesda,0.125,18
college park university of maryland,branch avenue,0.25,19
college park university of maryland,brookland cua,0.25,4
college park university of maryland,cleveland park,0.125,14
college park university of maryland,college park university of maryland,3.125,0
college park university of maryland,columbia heights,1.375,5
college park university of maryland,congress heights,0.25,15
college park university of maryland,crystal city,0.25,14
college park university of maryland,dupont circle,0.125,12
college park university of maryland,east falls church,0.25,19
college park university of maryland,eastern market,0.125,14
college park university of maryland,farragut west,0.375,12
college park university of maryland,foggy bottom gwu,0.125,13
college park university of maryland,fort totten,1.5,3
college park university of maryland,franconia springfield,0.125,20
college park university of maryland,friendship heights,0.125,17
college park university of maryland,gallery place,0.75,9
college park university of maryland,georgia avenue petworth,2.125,4
college park university of maryland,glenmont,0.5,8
college park university of maryland,greenbelt,2.625,1
college park university of maryland,grosvenor strathmore,0.125,20
college park university of maryland,huntington,0.25,20
college park university of maryland,largo,0.125,21
college park university of maryland,metro center,0.125,10
college park university of maryland,mount vernon square,0.125,8
college park university of maryland,naylor road,0.375,17
college park university of maryland,new carrollton,0.125,21
college park university of maryland,noma gallaudet u,0.625,6
college park university of maryland,pentagon city,0.5,13
college park university of maryland,potomac avenue,0.125,15
college park university of maryland,hyattsville crossing,0.625,1
college park university of maryland,national airport,0.25,15
college park university of maryland,rockville,0.125,23
college park university of maryland,shady grove,0.25,24
college park university of maryland,shaw howard university,0.75,7
college park university of maryland,silver spring,0.875,5
college park university of maryland,southern avenue,0.125,16
college park university of maryland,stadium armory,0.125,16
college park university of maryland,suitland,0.125,18
college park university of maryland,takoma,0.375,4
college park university of maryland,tenleytown au,0.125,16
college park university of maryland,twinbrook,0.125,22
college park university of maryland,u street,3.0,6
college park university of maryland,union station,0.125,7
college park university of maryland,virginia square gmu,0.125,17
college park university of maryland,west falls church,0.125,20
college park university of maryland,west hyattsville,0.5,2
college park university of maryland,wheaton,0.125,7
college park university of maryland,woodley park,0.125,13
columbia heights,addison road,0.875,14
columbia heights,anacostia,9.0,9
columbia heights,archives,1.0,5
columbia heights,ballston-mu,2.5,13
columbia heights,benning road,2.875,12
columbia heights,bethesda,2.0,13
columbia heights,braddock road,2.5,12
columbia heights,branch avenue,2.125,14
columbia heights,brookland cua,3.5,3
columbia heights,capitol heights,1.125,13
columbia heights,capitol south,2.625,8
columbia heights,clarendon,1.375,11
columbia heights,cleveland park,0.25,9
columbia heights,college park university of maryland,10.0,5
columbia heights,columbia heights,8.625,0
columbia heights,congress heights,4.25,10
columbia heights,court house,2.375,10
columbia heights,crystal city,6.625,9
columbia heights,deanwood,1.25,13
columbia heights,dunn loring,0.75,16
columbia heights,dupont circle,3.25,7
columbia heights,east falls church,2.875,14
columbia heights,eastern market,5.75,9
columbia heights,eisenhower avenue,1.125,14
columbia heights,farragut north,0.5,6
columbia heights,farragut west,0.375,7
columbia heights,foggy bottom gwu,4.625,8
columbia heights,forest glen,0.875,5
columbia heights,fort totten,61.75,2
columbia heights,franconia springfield,1.25,15
columbia heights,friendship heights,1.625,12
columbia heights,gallery place,16.0,4
columbia heights,georgia avenue petworth,14.125,1
columbia heights,glenmont,5.625,7
columbia heights,greenbelt,11.25,6
columbia heights,grosvenor strathmore,0.75,15
columbia heights,huntington,5.75,15
columbia heights,judiciary square,0.125,5
columbia heights,king street old town,6.25,13
columbia heights,l'enfant plaza,2.25,6
columbia heights,landover,1.0,15
columbia heights,largo,1.0,16
columbia heights,mcpherson square,0.625,6
columbia heights,metro center,0.375,5
columbia heights,minnesota avenue,3.0,12
columbia heights,morgan boulevard,0.125,15
columbia heights,mount vernon square,9.75,3
columbia heights,navy yard ballpark,6.0,8
columbia heights,naylor road,3.0,12
columbia heights,new carrollton,3.125,16
columbia heights,noma gallaudet u,3.5,5
columbia heights,pentagon,1.0,7
columbia heights,pentagon city,8.875,8
columbia heights,potomac avenue,3.25,10
columbia heights,hyattsville crossing,12.5,4
columbia heights,national airport,1.25,10
columbia heights,rhode island avenue,2.125,4
columbia heights,rockville,0.625,18
columbia heights,rosslyn,3.75,9
columbia heights,shady grove,2.375,19
columbia heights,shaw howard university,13.5,2
columbia heights,silver spring,13.5,4
columbia heights,southern avenue,3.375,11
columbia heights,stadium armory,2.75,11
columbia heights,suitland,4.0,13
columbia heights,takoma,6.125,3
columbia heights,tenleytown au,2.5,11
columbia heights,twinbrook,1.0,17
columbia heights,u street,12.875,1
columbia heights,union station,4.125,6
columbia heights,van dorn street,0.875,14
columbia heights,van ness udc,1.625,10
columbia heights,vienna,2.75,17
columbia heights,virginia square gmu,1.0,12
columbia heights,waterfront,11.125,7
columbia heights,west falls church,1.0,15
columbia heights,west hyattsville,16.5,3
columbia heights,wheaton,4.25,6
columbia heights,north bethesda,0.5,16
columbia heights,woodley park,0.25,8
congress heights,addison road,0.375,12
congress heights,anacostia,1.125,1
congress heights,archives,0.25,5
congress heights,benning road,0.625,10
congress heights,braddock road,0.25,10
congress heights,branch avenue,1.25,4
congress heights,brookland cua,0.25,11
congress heights,capitol heights,0.5,11
congress heights,college park university of maryland,0.375,15
congress heights,columbia heights,2.625,10
congress heights,congress heights,2.0,0
congress heights,crystal city,0.375,7
congress heights,deanwood,0.625,11
congress heights,dupont circle,0.625,9
congress heights,east falls church,0.125,12
congress heights,farragut west,0.375,9
congress heights,foggy bottom gwu,0.5,8
congress heights,fort totten,1.875,12
congress heights,gallery place,1.5,6
congress heights,georgia avenue petworth,0.75,11
congress heights,glenmont,0.5,17
congress heights,greenbelt,0.125,16
congress heights,huntington,0.25,13
congress heights,landover,0.5,13
congress heights,largo,0.375,14
congress heights,metro center,0.375,7
congress heights,minnesota avenue,0.5,10
congress heights,navy yard ballpark,0.625,2
congress heights,naylor road,2.25,2
congress heights,new carrollton,0.5,14
congress heights,noma gallaudet u,0.375,9
congress heights,pentagon city,0.25,6
congress heights,potomac avenue,0.25,8
congress heights,national airport,0.5,8
congress heights,rhode island avenue,1.75,10
congress heights,shady grove,0.125,21
congress heights,shaw howard university,0.625,8
congress heights,silver spring,0.125,14
congress heights,southern avenue,1.375,1
congress heights,stadium armory,1.125,9
congress heights,suitland,4.25,3
congress heights,takoma,0.125,13
congress heights,u street,1.125,9
congress heights,waterfront,0.625,3
congress heights,west falls church,0.125,13
congress heights,west hyattsville,0.25,13
congress heights,woodley park,0.25,10
court house,addison road,0.625,12
court house,ballston-mu,9.75,3
court house,benning road,0.875,10
court house,bethesda,1.125,13
court house,braddock road,0.75,8
court house,brookland cua,0.25,11
court house,capitol south,1.0,6
court house,clarendon,1.125,1
court house,cleveland park,0.875,9
court house,college park university of maryland,0.125,15
court house,columbia heights,1.125,10
court house,congress heights,0.125,8
court house,court house,3.0,0
court house,crystal city,1.625,5
court house,deanwood,0.125,11
court house,dunn loring,6.25,6
court house,dupont circle,1.25,7
court house,east falls church,7.25,4
court house,eastern market,2.5,7
court house,eisenhower avenue,0.5,10
court house,farragut west,3.875,3
court house,foggy bottom gwu,5.0,2
court house,forest glen,0.375,15
court house,fort totten,0.75,12
court house,franconia springfield,1.875,11
court house,friendship heights,0.625,12
court house,gallery place,0.875,6
court house,georgia avenue petworth,1.125,11
court house,grosvenor strathmore,0.375,15
court house,huntington,2.0,11
court house,judiciary square,0.5,7
court house,king street old town,2.25,9
court house,l'enfant plaza,0.625,4
court house,mcpherson square,5.5,4
court house,metro center,2.5,5
court house,minnesota avenue,0.125,10
court house,morgan boulevard,0.125,13
court house,mount vernon square,0.875,7
court house,navy yard ballpark,0.25,6
court house,naylor road,0.125,10
court house,new carrollton,0.375,14
court house,noma gallaudet u,0.625,9
court house,pentagon,0.5,3
court house,pentagon city,1.875,4
court house,potomac avenue,0.625,8
court house,hyattsville crossing,0.25,14
court house,rhode island avenue,0.125,10
court house,rockville,0.375,18
court house,rosslyn,2.875,1
court house,shady grove,0.625,19
court house,shaw howard university,0.75,8
court house,silver spring,0.625,14
court house,smithsonian,0.25,5
court house,southern avenue,0.5,9
court house,stadium armory,0.125,9
court house,suitland,0.125,11
court house,takoma,0.25,13
court house,tenleytown au,0.625,11
court house,twinbrook,0.25,17
court house,u street,1.0,9
court house,union station,1.5,8
court house,van dorn street,0.875,10
court house,van ness udc,1.375,10
court house,vienna,8.125,7
court house,virginia square gmu,1.375,2
court house,waterfront,0.375,5
court house,west falls church,3.25,5
court house,west hyattsville,0.125,13
court house,north bethesda,0.5,16
court house,woodley park,0.625,8
crystal city,addison road,0.625,11
crystal city,anacostia,2.625,6
crystal city,archives,0.625,4
crystal city,ballston-mu,2.75,8
crystal city,benning road,1.75,9
crystal city,bethesda,1.375,14
crystal city,braddock road,4.125,3
crystal city,branch avenue,1.75,11
crystal city,brookland cua,0.75,10
crystal city,capitol heights,0.75,10
crystal city,capitol south,0.25,5
crystal city,cheverly,0.25,11
crystal city,clarendon,1.125,6
crystal city,cleveland park,0.875,10
crystal city,college park university of maryland,0.75,14
crystal city,columbia heights,10.375,9
crystal city,congress heights,1.0,7
crystal city,court house,3.25,5
crystal city,crystal city,4.0,0
crystal city,deanwood,0.375,10
crystal city,dunn loring,1.375,11
crystal city,dupont circle,3.0,8
crystal city,east falls church,2.25,9
crystal city,eastern market,3.125,6
crystal city,eisenhower avenue,2.5,5
crystal city,farragut west,3.0,6
crystal city,federal center sw,0.25,4
crystal city,foggy bottom gwu,6.25,5
crystal city,forest glen,0.5,14
crystal city,fort totten,5.0,11
crystal city,franconia springfield,4.375,6
crystal city,friendship heights,0.875,13
crystal city,gallery place,7.5,5
crystal city,georgia avenue petworth,3.5,10
crystal city,glenmont,0.875,16
crystal city,greenbelt,0.875,15
crystal city,grosvenor strathmore,0.625,16
crystal city,huntington,7.875,6
crystal city,king street old town,6.75,4
crystal city,l'enfant plaza,1.875,3
crystal city,landover,0.125,12
crystal city,largo,0.75,13
crystal city,mcpherson square,3.25,7
crystal city,medical center,0.875,15
crystal city,metro center,2.875,6
crystal city,minnesota avenue,0.125,9
crystal city,morgan boulevard,0.25,12
crystal city,mount vernon square,7.25,6
crystal city,navy yard ballpark,1.5,5
crystal city,naylor road,1.375,9
crystal city,new carrollton,0.875,13
crystal city,noma gallaudet u,1.125,8
crystal city,pentagon,1.25,2
crystal city,pentagon city,3.5,1
crystal city,potomac avenue,1.25,7
crystal city,hyattsville crossing,0.5,13
crystal city,national airport,2.375,1
crystal city,rhode island avenue,0.75,9
crystal city,rockville,0.5,19
crystal city,rosslyn,7.125,4
crystal city,shady grove,1.125,20
crystal city,shaw howard university,4.5,7
crystal city,silver spring,2.875,13
crystal city,southern avenue,0.625,8
crystal city,stadium armory,0.625,8
crystal city,suitland,0.875,10
crystal city,takoma,3.375,12
crystal city,tenleytown au,0.5,12
crystal city,twinbrook,0.5,18
crystal city,u street,10.25,8
crystal city,union station,1.75,7
crystal city,van dorn street,5.75,5
crystal city,van ness udc,1.5,11
crystal city,vienna,3.5,12
crystal city,virginia square gmu,1.375,7
crystal city,waterfront,0.875,4
crystal city,west falls church,1.375,10
crystal city,west hyattsville,1.0,12
crystal city,wheaton,0.375,15
crystal city,north bethesda,0.125,17
crystal city,woodley park,2.0,9
deanwood,addison road,0.375,5
deanwood,anacostia,1.5,10
deanwood,benning road,0.125,3
deanwood,braddock road,1.0,13
deanwood,brookland cua,0.25,14
deanwood,cheverly,0.875,1
deanwood,columbia heights,0.5,13
deanwood,congress heights,0.375,11
deanwood,deanwood,1.5,0
deanwood,eastern market,0.125,4
deanwood,farragut west,0.375,12
deanwood,foggy bottom gwu,0.125,11
deanwood,gallery place,0.25,9
deanwood,georgia avenue petworth,0.375,14
deanwood,huntington,0.375,16
deanwood,king street old town,0.25,14
deanwood,landover,1.75,2
deanwood,largo,0.5,7
deanwood,minnesota avenue,1.5,1
deanwood,morgan boulevard,0.125,6
deanwood,mount vernon square,0.25,10
deanwood,navy yard ballpark,0.25,9
deanwood,new carrollton,2.25,3
deanwood,noma gallaudet u,0.125,12
deanwood,pentagon,0.25,8
deanwood,pentagon city,0.25,9
deanwood,potomac avenue,0.125,3
deanwood,national airport,0.125,11
deanwood,rhode island avenue,0.625,13
deanwood,shaw howard university,0.125,11
deanwood,silver spring,0.375,17
deanwood,southern avenue,0.375,12
deanwood,stadium armory,1.0,2
deanwood,takoma,0.375,16
deanwood,u street,0.375,12
deanwood,union station,0.125,11
deanwood,waterfront,0.125,8
deanwood,west falls church,0.125,16
deanwood,west hyattsville,0.125,16
deanwood,wheaton,0.125,19
deanwood,woodley park,0.25,13
dunn loring,addison road,0.125,18
dunn loring,ballston-mu,3.625,3
dunn loring,benning road,0.125,16
dunn loring,bethesda,0.125,19
dunn loring,capitol heights,0.125,17
dunn loring,capitol south,0.375,12
dunn loring,clarendon,1.5,5
dunn loring,cleveland park,0.125,15
dunn loring,columbia heights,0.25,16
dunn loring,congress heights,0.125,14
dunn loring,court house,0.5,6
dunn loring,crystal city,0.25,11
dunn loring,dunn loring,4.625,0
dunn loring,east falls church,0.625,2
dunn loring,eastern market,0.25,13
dunn loring,farragut west,0.375,9
dunn loring,foggy bottom gwu,0.5,8
dunn loring,fort totten,0.375,18
dunn loring,franconia springfield,0.125,17
dunn loring,gallery place,0.375,12
dunn loring,glenmont,0.125,23
dunn loring,grosvenor strathmore,0.125,21
dunn loring,huntington,0.25,17
dunn loring,king street old town,0.125,15
dunn loring,landover,0.375,19
dunn loring,mcpherson square,0.625,10
dunn loring,metro center,1.0,11
dunn loring,mount vernon square,0.25,13
dunn loring,new carrollton,0.125,20
dunn loring,noma gallaudet u,0.375,15
dunn loring,pentagon,0.25,9
dunn loring,pentagon city,0.5,10
dunn loring,rhode island avenue,0.625,16
dunn loring,rockville,0.25,24
dunn loring,rosslyn,2.375,7
dunn loring,shady grove,0.5,25
dunn loring,shaw howard university,0.125,14
dunn loring,southern avenue,0.125,15
dunn loring,stadium armory,0.25,15
dunn loring,suitland,1.125,17
dunn loring,takoma,0.125,19
dunn loring,u street,0.5,15
